Delivery Day,Hours,"Prices
(EUR/MWh)"
3/16/2022,H2,359.21
3/16/2022,H3,361.71
3/16/2022,H4,397.23
3/16/2022,H5,465.77
3/16/2022,H6,512.36
3/16/2022,H7,515.01
3/16/2022,H8,483
3/16/2022,H9,424.75
3/16/2022,H10,430
3/16/2022,H11,413.74
3/16/2022,H12,414.62
3/16/2022,H13,435.79
3/16/2022,H14,440.94
3/16/2022,H15,505.14
3/16/2022,H16,450.39
3/16/2022,H17,519.8
3/16/2022,H18,522.91
3/16/2022,H19,475
3/16/2022,H20,439.52
3/16/2022,H21,417.98
3/16/2022,H22,370.07
3/16/2022,H23,142.27
3/16/2022,H24,140.41
3/17/2022,H1,89.22
3/17/2022,H2,89.18
3/17/2022,H3,85.09
3/17/2022,H4,138.41
3/17/2022,H5,148.78
3/17/2022,H6,252.15
3/17/2022,H7,280.47
3/17/2022,H8,205
3/17/2022,H9,148.77
3/17/2022,H10,148.74
3/17/2022,H11,148.77
3/17/2022,H12,143
3/17/2022,H13,138.41
3/17/2022,H14,148.77
3/17/2022,H15,166.2
3/17/2022,H16,189.92
3/17/2022,H17,177.44
3/17/2022,H18,277.5
3/17/2022,H19,277.5
3/17/2022,H20,217.54
3/17/2022,H21,202.3
3/17/2022,H22,148.75
3/17/2022,H23,377.56
3/17/2022,H24,369.83
3/18/2022,H1,207.36
3/18/2022,H2,200.01
3/18/2022,H3,199.5
3/18/2022,H4,200.1
3/18/2022,H5,201.78
3/18/2022,H6,216.28
3/18/2022,H7,217.04
3/18/2022,H8,208.57
3/18/2022,H9,194.17
3/18/2022,H10,190.67
3/18/2022,H11,186.55
3/18/2022,H12,174.37
3/18/2022,H13,166.7
3/18/2022,H14,159.17
3/18/2022,H15,168.22
3/18/2022,H16,185.3
3/18/2022,H17,201.62
3/18/2022,H18,222.74
3/18/2022,H19,231.57
3/18/2022,H20,229
3/18/2022,H21,223.12
3/18/2022,H22,208.38
3/18/2022,H23,109.53
3/18/2022,H24,99.49
3/19/2022,H1,150.61
3/19/2022,H2,145.72
3/19/2022,H3,146.88
3/19/2022,H4,154.54
3/19/2022,H5,215.59
3/19/2022,H6,242.55
3/19/2022,H7,240
3/19/2022,H8,230.63
3/19/2022,H9,200.02
3/19/2022,H10,198.87
3/19/2022,H11,212.48
3/19/2022,H12,194.73
3/19/2022,H13,202.23
3/19/2022,H14,256.66
3/19/2022,H15,261.66
3/19/2022,H16,276.96
3/19/2022,H17,315.08
3/19/2022,H18,342.46
3/19/2022,H19,364.57
3/19/2022,H20,340.91
3/19/2022,H21,283.64
3/19/2022,H22,213.02
3/19/2022,H23,225.12
3/19/2022,H24,216.94
3/20/2022,H1,185.78
3/20/2022,H2,181.65
3/20/2022,H3,176.29
3/20/2022,H4,217.64
3/20/2022,H5,436.84
3/20/2022,H6,382.33
3/20/2022,H7,364.42
3/20/2022,H8,314.65
3/20/2022,H9,359.66
3/20/2022,H10,445.84
3/20/2022,H11,441.87
3/20/2022,H12,357.82
3/20/2022,H13,369.01
3/20/2022,H14,423.57
3/20/2022,H15,471.03
3/20/2022,H16,522.7
3/20/2022,H17,540.9
3/20/2022,H18,482
3/20/2022,H19,474.47
3/20/2022,H20,481.72
3/20/2022,H21,415.28
3/20/2022,H22,405.91
3/20/2022,H23,166.3
3/20/2022,H24,155.15
3/21/2022,H1,218.28
3/21/2022,H2,206.4
3/21/2022,H3,200.47
3/21/2022,H4,205.23
3/21/2022,H5,205
3/21/2022,H6,206.29
3/21/2022,H7,162.27
3/21/2022,H8,142.7
3/21/2022,H9,100
3/21/2022,H10,87.69
3/21/2022,H11,86.82
3/21/2022,H12,86.71
3/21/2022,H13,87.51
3/21/2022,H14,87.75
3/21/2022,H15,104.29
3/21/2022,H16,199.42
3/21/2022,H17,301.67
3/21/2022,H18,393.3
3/21/2022,H19,421.99
3/21/2022,H20,419.92
3/21/2022,H21,401.86
3/21/2022,H22,359.42
3/21/2022,H23,276.97
3/21/2022,H24,196.13
3/22/2022,H1,437.61
3/22/2022,H2,379.73
3/22/2022,H3,415.47
3/22/2022,H4,432.04
3/22/2022,H5,484.68
3/22/2022,H6,519.9
3/22/2022,H7,524.77
3/22/2022,H8,501.09
3/22/2022,H9,492.03
3/22/2022,H10,469.85
3/22/2022,H11,451.48
3/22/2022,H12,441.67
3/22/2022,H13,456.46
3/22/2022,H14,480.46
3/22/2022,H15,475.21
3/22/2022,H16,528.03
3/22/2022,H17,576.03
3/22/2022,H18,632.12
3/22/2022,H19,599.98
3/22/2022,H20,562.44
3/22/2022,H21,488.87
3/22/2022,H22,442.83
3/22/2022,H23,277.89
3/22/2022,H24,232.85
3/23/2022,H1,157.12
3/23/2022,H2,153.2
3/23/2022,H3,151
3/23/2022,H4,193.62
3/23/2022,H5,227.9
3/23/2022,H6,325.92
3/23/2022,H7,246.52
3/23/2022,H8,212.27
3/23/2022,H9,193.03
3/23/2022,H10,156.25
3/23/2022,H11,131.39
3/23/2022,H12,119.82
3/23/2022,H13,121.35
3/23/2022,H14,157.3
3/23/2022,H15,177.33
3/23/2022,H16,286.46
3/23/2022,H17,394.71
3/23/2022,H18,433.73
3/23/2022,H19,317.61
3/23/2022,H20,273.09
3/23/2022,H21,184.94
3/23/2022,H22,130.96
3/23/2022,H23,415.26
3/23/2022,H24,408.3
3/24/2022,H1,120
3/24/2022,H2,120
3/24/2022,H3,140.96
3/24/2022,H4,159
3/24/2022,H5,218.82
3/24/2022,H6,277.23
3/24/2022,H7,270.92
3/24/2022,H8,234.27
3/24/2022,H9,209.9
3/24/2022,H10,184.14
3/24/2022,H11,179.9
3/24/2022,H12,179.17
3/24/2022,H13,205.01
3/24/2022,H14,279.97
3/24/2022,H15,454.21
3/24/2022,H16,358.04
3/24/2022,H17,371.46
3/24/2022,H18,345.71
3/24/2022,H19,319.72
3/24/2022,H20,208.69
3/24/2022,H21,197.97
3/24/2022,H22,175
3/24/2022,H23,188.81
3/24/2022,H24,156.84
3/25/2022,H1,221.17
3/25/2022,H2,213.13
3/25/2022,H3,237.03
3/25/2022,H4,268.44
3/25/2022,H5,360.87
3/25/2022,H6,422.99
3/25/2022,H7,430.1
3/25/2022,H8,414.85
3/25/2022,H9,408.98
3/25/2022,H10,378.86
3/25/2022,H11,362.4
3/25/2022,H12,351.72
3/25/2022,H13,411.07
3/25/2022,H14,436.74
3/25/2022,H15,454.07
3/25/2022,H16,547.34
3/25/2022,H17,612.35
3/25/2022,H18,542.99
3/25/2022,H19,416.74
3/25/2022,H20,333.31
3/25/2022,H21,308.39
3/25/2022,H22,284.2
3/25/2022,H23,143.5
3/25/2022,H24,131.1
3/26/2022,H1,166
3/26/2022,H2,161.08
3/26/2022,H3,160
3/26/2022,H4,154.3
3/26/2022,H5,166
3/26/2022,H6,182.91
3/26/2022,H7,215.89
3/26/2022,H8,231
3/26/2022,H9,228.95
3/26/2022,H10,215.39
3/26/2022,H11,206.68
3/26/2022,H12,185
3/26/2022,H13,169.52
3/26/2022,H14,173.88
3/26/2022,H15,200.89
3/26/2022,H16,210.24
3/26/2022,H17,188.85
3/26/2022,H18,179.31
3/26/2022,H19,162.02
3/26/2022,H20,156.04
3/26/2022,H21,156.1
3/26/2022,H22,154.92
3/26/2022,H23,272.45
3/26/2022,H24,250.16
3/27/2022,H1,126.49
3/27/2022,H2,120.27
3/27/2022,H3,124.69
3/27/2022,H4,138.05
3/27/2022,H5,158.72
3/27/2022,H6,198
3/27/2022,H7,185.98
3/27/2022,H8,160.76
3/27/2022,H9,153.39
3/27/2022,H10,149.25
3/27/2022,H11,146.01
3/27/2022,H12,146.01
3/27/2022,H13,152.06
3/27/2022,H14,158.73
3/27/2022,H15,202
3/27/2022,H16,248.27
3/27/2022,H17,262.37
3/27/2022,H18,260
3/27/2022,H19,252.39
3/27/2022,H20,220.04
3/27/2022,H21,208.28
3/27/2022,H22,188.37
3/27/2022,H23,170.1
3/27/2022,H24,156.1
3/28/2022,H1,449.5
3/28/2022,H2,424.88
3/28/2022,H3,436.06
3/28/2022,H4,456.05
3/28/2022,H5,622.3
3/28/2022,H6,690
3/28/2022,H7,650
3/28/2022,H8,541.51
3/28/2022,H9,525.35
3/28/2022,H10,541.92
3/28/2022,H11,545.55
3/28/2022,H12,541.51
3/28/2022,H13,541.51
3/28/2022,H14,570
3/28/2022,H15,580
3/28/2022,H16,603.08
3/28/2022,H17,674.93
3/28/2022,H18,700
3/28/2022,H19,632.96
3/28/2022,H20,549.99
3/28/2022,H21,492.05
3/28/2022,H22,399.73
3/28/2022,H23,175.74
3/28/2022,H24,130.91
3/29/2022,H1,80
3/29/2022,H2,78.51
3/29/2022,H3,92.34
3/29/2022,H4,111.98
3/29/2022,H5,138.94
3/29/2022,H6,183.13
3/29/2022,H7,201.19
3/29/2022,H8,150.74
3/29/2022,H9,131.56
3/29/2022,H10,143.16
3/29/2022,H11,125.64
3/29/2022,H12,132.8
3/29/2022,H13,138.41
3/29/2022,H14,175.63
3/29/2022,H15,186.11
3/29/2022,H16,202.31
3/29/2022,H17,229.9
3/29/2022,H18,267.77
3/29/2022,H19,259.04
3/29/2022,H20,233.96
3/29/2022,H21,205.59
3/29/2022,H22,182.25
3/29/2022,H23,455.1
3/29/2022,H24,449.5
3/30/2022,H1,191.92
3/30/2022,H2,186.01
3/30/2022,H3,182.98
3/30/2022,H4,186.06
3/30/2022,H5,184.97
3/30/2022,H6,185.93
3/30/2022,H7,183.62
3/30/2022,H8,163.45
3/30/2022,H9,140.33
3/30/2022,H10,123.17
3/30/2022,H11,128.06
3/30/2022,H12,92.66
3/30/2022,H13,85.35
3/30/2022,H14,93.26
3/30/2022,H15,113.6
3/30/2022,H16,155.8
3/30/2022,H17,196.04
3/30/2022,H18,234.6
3/30/2022,H19,259.25
3/30/2022,H20,242.94
3/30/2022,H21,225.91
3/30/2022,H22,217.9
3/30/2022,H23,138.41
3/30/2022,H24,101.95
3/31/2022,H1,165.1
3/31/2022,H2,162.96
3/31/2022,H3,164.92
3/31/2022,H4,177.05
3/31/2022,H5,227.23
3/31/2022,H6,242.96
3/31/2022,H7,273.53
3/31/2022,H8,267.91
3/31/2022,H9,259.01
3/31/2022,H10,257.37
3/31/2022,H11,235.08
3/31/2022,H12,229.18
3/31/2022,H13,238.14
3/31/2022,H14,237.95
3/31/2022,H15,238.54
3/31/2022,H16,240.36
3/31/2022,H17,236.02
3/31/2022,H18,261.59
3/31/2022,H19,263.72
3/31/2022,H20,229.93
3/31/2022,H21,219.7
3/31/2022,H22,205.09
3/31/2022,H23,208.1
3/31/2022,H24,193.3
4/1/2022,H1,190.37
4/1/2022,H2,202.8
4/1/2022,H3,193.01
4/1/2022,H4,240.93
4/1/2022,H5,366.72
4/1/2022,H6,410.93
4/1/2022,H7,419.65
4/1/2022,H8,340.69
4/1/2022,H9,309.57
4/1/2022,H10,262
4/1/2022,H11,213.57
4/1/2022,H12,210.51
4/1/2022,H13,195.83
4/1/2022,H14,182.44
4/1/2022,H15,206.24
4/1/2022,H16,248.22
4/1/2022,H17,302.47
4/1/2022,H18,378.26
4/1/2022,H19,404.23
4/1/2022,H20,420.13
4/1/2022,H21,416.33
4/1/2022,H22,365.04
4/1/2022,H23,185.05
4/1/2022,H24,168.95
4/2/2022,H1,281.49
4/2/2022,H2,281.21
4/2/2022,H3,276.07
4/2/2022,H4,310.38
4/2/2022,H5,412.35
4/2/2022,H6,423.01
4/2/2022,H7,414.68
4/2/2022,H8,384.55
4/2/2022,H9,343.05
4/2/2022,H10,355.47
4/2/2022,H11,361.16
4/2/2022,H12,368.52
4/2/2022,H13,380.03
4/2/2022,H14,387
4/2/2022,H15,401.81
4/2/2022,H16,406.17
4/2/2022,H17,442.13
4/2/2022,H18,495.9
4/2/2022,H19,494.81
4/2/2022,H20,455
4/2/2022,H21,429.15
4/2/2022,H22,391.2
4/2/2022,H23,212.32
4/2/2022,H24,194.24
4/3/2022,H1,403.39
4/3/2022,H2,390.55
4/3/2022,H3,382.13
4/3/2022,H4,404.13
4/3/2022,H5,507.76
4/3/2022,H6,520
4/3/2022,H7,524.06
4/3/2022,H8,512.27
4/3/2022,H9,490.92
4/3/2022,H10,534.33
4/3/2022,H11,505.28
4/3/2022,H12,463.72
4/3/2022,H13,509.09
4/3/2022,H14,467.62
4/3/2022,H15,464.66
4/3/2022,H16,454.73
4/3/2022,H17,504.91
4/3/2022,H18,559.48
4/3/2022,H19,513.9
4/3/2022,H20,536.25
4/3/2022,H21,532.02
4/3/2022,H22,508.61
4/3/2022,H23,310.08
4/3/2022,H24,271.57
4/4/2022,H1,131.1
4/4/2022,H2,134.45
4/4/2022,H3,131.87
4/4/2022,H4,139.58
4/4/2022,H5,151.3
4/4/2022,H6,204.53
4/4/2022,H7,205.34
4/4/2022,H8,196.04
4/4/2022,H9,180.93
4/4/2022,H10,161.18
4/4/2022,H11,152.66
4/4/2022,H12,175.58
4/4/2022,H13,183.56
4/4/2022,H14,191.62
4/4/2022,H15,181.32
4/4/2022,H16,278.99
4/4/2022,H17,406.61
4/4/2022,H18,525.05
4/4/2022,H19,251.47
4/4/2022,H20,244.02
4/4/2022,H21,196.76
4/4/2022,H22,190.51
4/4/2022,H23,451.38
4/4/2022,H24,412.72
4/5/2022,H1,108.92
4/5/2022,H2,109.24
4/5/2022,H3,138.73
4/5/2022,H4,152.22
4/5/2022,H5,191.28
4/5/2022,H6,179.75
4/5/2022,H7,176.51
4/5/2022,H8,166.28
4/5/2022,H9,158.79
4/5/2022,H10,158.72
4/5/2022,H11,153.95
4/5/2022,H12,156.46
4/5/2022,H13,176.65
4/5/2022,H14,178.2
4/5/2022,H15,210.07
4/5/2022,H16,218.3
4/5/2022,H17,209.52
4/5/2022,H18,205.91
4/5/2022,H19,180.12
4/5/2022,H20,183.73
4/5/2022,H21,153.46
4/5/2022,H22,133.87
4/5/2022,H23,139.48
4/5/2022,H24,129.95
4/6/2022,H1,252.12
4/6/2022,H2,247.36
4/6/2022,H3,268.54
4/6/2022,H4,300.31
4/6/2022,H5,331.52
4/6/2022,H6,412.03
4/6/2022,H7,449.44
4/6/2022,H8,455.89
4/6/2022,H9,449.56
4/6/2022,H10,449.6
4/6/2022,H11,447.99
4/6/2022,H12,447.76
4/6/2022,H13,454.01
4/6/2022,H14,456.99
4/6/2022,H15,462.92
4/6/2022,H16,498.21
4/6/2022,H17,468.1
4/6/2022,H18,463.59
4/6/2022,H19,438.99
4/6/2022,H20,352.98
4/6/2022,H21,319.72
4/6/2022,H22,272.68
4/6/2022,H23,119.06
4/6/2022,H24,114.99
4/7/2022,H1,120.02
4/7/2022,H2,72.62
4/7/2022,H3,62.51
4/7/2022,H4,117.32
4/7/2022,H5,125.24
4/7/2022,H6,140.54
4/7/2022,H7,175.57
4/7/2022,H8,183.09
4/7/2022,H9,189.09
4/7/2022,H10,218.9
4/7/2022,H11,208.96
4/7/2022,H12,165.06
4/7/2022,H13,170.09
4/7/2022,H14,189.04
4/7/2022,H15,225.55
4/7/2022,H16,257.35
4/7/2022,H17,253.65
4/7/2022,H18,242.94
4/7/2022,H19,238.42
4/7/2022,H20,214.02
4/7/2022,H21,215.88
4/7/2022,H22,203.8
4/7/2022,H23,271.08
4/7/2022,H24,263.99
4/8/2022,H1,142.9
4/8/2022,H2,145.56
4/8/2022,H3,170.06
4/8/2022,H4,191.07
4/8/2022,H5,236.92
4/8/2022,H6,250.05
4/8/2022,H7,255
4/8/2022,H8,227.93
4/8/2022,H9,207.07
4/8/2022,H10,190.04
4/8/2022,H11,187.91
4/8/2022,H12,167.83
4/8/2022,H13,187.73
4/8/2022,H14,212
4/8/2022,H15,230.15
4/8/2022,H16,261.34
4/8/2022,H17,307.25
4/8/2022,H18,301.69
4/8/2022,H19,246
4/8/2022,H20,224.54
4/8/2022,H21,221.64
4/8/2022,H22,208.81
4/8/2022,H23,117.32
4/8/2022,H24,125.25
4/9/2022,H1,418.38
4/9/2022,H2,420.03
4/9/2022,H3,420.03
4/9/2022,H4,440
4/9/2022,H5,523.76
4/9/2022,H6,579.45
4/9/2022,H7,554.76
4/9/2022,H8,529.91
4/9/2022,H9,501.63
4/9/2022,H10,468.29
4/9/2022,H11,399.92
4/9/2022,H12,420.03
4/9/2022,H13,417.29
4/9/2022,H14,415.02
4/9/2022,H15,425.09
4/9/2022,H16,529.43
4/9/2022,H17,606.39
4/9/2022,H18,605
4/9/2022,H19,529.58
4/9/2022,H20,448.75
4/9/2022,H21,449.06
4/9/2022,H22,418.45
4/9/2022,H23,144.9
4/9/2022,H24,142.89
4/10/2022,H1,126.31
4/10/2022,H2,117.42
4/10/2022,H3,115
4/10/2022,H4,111.48
4/10/2022,H5,119.88
4/10/2022,H6,129.85
4/10/2022,H7,131.87
4/10/2022,H8,134.02
4/10/2022,H9,131.01
4/10/2022,H10,134.02
4/10/2022,H11,126.75
4/10/2022,H12,110
4/10/2022,H13,110
4/10/2022,H14,125.08
4/10/2022,H15,130.1
4/10/2022,H16,134.02
4/10/2022,H17,134.05
4/10/2022,H18,223.73
4/10/2022,H19,209.92
4/10/2022,H20,138.41
4/10/2022,H21,134.05
4/10/2022,H22,117.85
4/10/2022,H23,430.07
4/10/2022,H24,408.91
4/11/2022,H1,196.07
4/11/2022,H2,191.11
4/11/2022,H3,193.68
4/11/2022,H4,219.84
4/11/2022,H5,247.69
4/11/2022,H6,288.13
4/11/2022,H7,250.89
4/11/2022,H8,219.21
4/11/2022,H9,199.95
4/11/2022,H10,195.22
4/11/2022,H11,188.71
4/11/2022,H12,186.87
4/11/2022,H13,190.01
4/11/2022,H14,227.39
4/11/2022,H15,240.43
4/11/2022,H16,222
4/11/2022,H17,260
4/11/2022,H18,349.54
4/11/2022,H19,409.91
4/11/2022,H20,307.83
4/11/2022,H21,270
4/11/2022,H22,245.81
4/11/2022,H23,148.62
4/11/2022,H24,140
4/12/2022,H1,165
4/12/2022,H2,164.76
4/12/2022,H3,164.72
4/12/2022,H4,174.68
4/12/2022,H5,205.34
4/12/2022,H6,222.17
4/12/2022,H7,240.74
4/12/2022,H8,222.85
4/12/2022,H9,206.41
4/12/2022,H10,211.73
4/12/2022,H11,220.45
4/12/2022,H12,220.52
4/12/2022,H13,222
4/12/2022,H14,223.73
4/12/2022,H15,198.31
4/12/2022,H16,201.82
4/12/2022,H17,205.72
4/12/2022,H18,219.29
4/12/2022,H19,230.28
4/12/2022,H20,210.46
4/12/2022,H21,209.09
4/12/2022,H22,192.07
4/12/2022,H23,209.08
4/12/2022,H24,199.21
4/13/2022,H1,180.97
4/13/2022,H2,168.65
4/13/2022,H3,164.64
4/13/2022,H4,175.56
4/13/2022,H5,239.62
4/13/2022,H6,221.98
4/13/2022,H7,238.01
4/13/2022,H8,155.01
4/13/2022,H9,128.26
4/13/2022,H10,108.76
4/13/2022,H11,88.81
4/13/2022,H12,80.57
4/13/2022,H13,92.11
4/13/2022,H14,91.14
4/13/2022,H15,126.19
4/13/2022,H16,124.36
4/13/2022,H17,150.62
4/13/2022,H18,185.63
4/13/2022,H19,223.82
4/13/2022,H20,225.33
4/13/2022,H21,167.45
4/13/2022,H22,118.91
4/13/2022,H23,189.01
4/13/2022,H24,170.63
4/14/2022,H1,298.95
4/14/2022,H2,289.2
4/14/2022,H3,295.75
4/14/2022,H4,320.01
4/14/2022,H5,382.92
4/14/2022,H6,414.98
4/14/2022,H7,426.22
4/14/2022,H8,383.99
4/14/2022,H9,310.09
4/14/2022,H10,300.42
4/14/2022,H11,320.05
4/14/2022,H12,338.5
4/14/2022,H13,325.41
4/14/2022,H14,343.89
4/14/2022,H15,339
4/14/2022,H16,374.38
4/14/2022,H17,432.49
4/14/2022,H18,469.8
4/14/2022,H19,469.72
4/14/2022,H20,428.67
4/14/2022,H21,406.45
4/14/2022,H22,343.31
4/14/2022,H23,350
4/14/2022,H24,280.91
4/15/2022,H1,242.08
4/15/2022,H2,227.28
4/15/2022,H3,226.87
4/15/2022,H4,278.7
4/15/2022,H5,439.43
4/15/2022,H6,473.3
4/15/2022,H7,491.22
4/15/2022,H8,417.64
4/15/2022,H9,366.94
4/15/2022,H10,366.84
4/15/2022,H11,414.81
4/15/2022,H12,381.98
4/15/2022,H13,377.74
4/15/2022,H14,420.29
4/15/2022,H15,466.05
4/15/2022,H16,472.61
4/15/2022,H17,462.2
4/15/2022,H18,511.55
4/15/2022,H19,465
4/15/2022,H20,419.95
4/15/2022,H21,398.29
4/15/2022,H22,375.44
4/15/2022,H23,330.76
4/15/2022,H24,298.92
4/16/2022,H1,189.6
4/16/2022,H2,162.1
4/16/2022,H3,141.95
4/16/2022,H4,147.12
4/16/2022,H5,153
4/16/2022,H6,195.68
4/16/2022,H7,196.7
4/16/2022,H8,150.85
4/16/2022,H9,116
4/16/2022,H10,99.58
4/16/2022,H11,180.01
4/16/2022,H12,109.19
4/16/2022,H13,99.98
4/16/2022,H14,100.37
4/16/2022,H15,153.38
4/16/2022,H16,262.27
4/16/2022,H17,520
4/16/2022,H18,274.91
4/16/2022,H19,218.83
4/16/2022,H20,137.81
4/16/2022,H21,112.08
4/16/2022,H22,88.95
4/16/2022,H23,300.01
4/16/2022,H24,238.2
4/17/2022,H1,131.4
4/17/2022,H2,129.05
4/17/2022,H3,129.76
4/17/2022,H4,174.75
4/17/2022,H5,228.42
4/17/2022,H6,232.99
4/17/2022,H7,233.74
4/17/2022,H8,219.45
4/17/2022,H9,209.09
4/17/2022,H10,213.29
4/17/2022,H11,200.47
4/17/2022,H12,209.02
4/17/2022,H13,220.23
4/17/2022,H14,244.49
4/17/2022,H15,264.51
4/17/2022,H16,264.07
4/17/2022,H17,276.68
4/17/2022,H18,241.85
4/17/2022,H19,221.47
4/17/2022,H20,211.03
4/17/2022,H21,204.15
4/17/2022,H22,159.99
4/17/2022,H23,216.13
4/17/2022,H24,195.02
4/18/2022,H1,261.96
4/18/2022,H2,246.84
4/18/2022,H3,279.71
4/18/2022,H4,302.34
4/18/2022,H5,362.01
4/18/2022,H6,456.23
4/18/2022,H7,474.19
4/18/2022,H8,475.42
4/18/2022,H9,489.29
4/18/2022,H10,497.26
4/18/2022,H11,481.1
4/18/2022,H12,470
4/18/2022,H13,476.44
4/18/2022,H14,489.31
4/18/2022,H15,474.88
4/18/2022,H16,507.91
4/18/2022,H17,470.73
4/18/2022,H18,455.05
4/18/2022,H19,459.75
4/18/2022,H20,391.82
4/18/2022,H21,291.42
4/18/2022,H22,311.09
4/18/2022,H23,151.22
4/18/2022,H24,127.16
4/19/2022,H1,195.91
4/19/2022,H2,186.66
4/19/2022,H3,178.04
4/19/2022,H4,191.65
4/19/2022,H5,237.44
4/19/2022,H6,299.95
4/19/2022,H7,313.92
4/19/2022,H8,315
4/19/2022,H9,310.41
4/19/2022,H10,310.08
4/19/2022,H11,300
4/19/2022,H12,297.01
4/19/2022,H13,299.96
4/19/2022,H14,306.45
4/19/2022,H15,302.73
4/19/2022,H16,315.47
4/19/2022,H17,310.82
4/19/2022,H18,294.98
4/19/2022,H19,267.45
4/19/2022,H20,242.23
4/19/2022,H21,217.03
4/19/2022,H22,195.83
4/19/2022,H23,339.16
4/19/2022,H24,303.74
4/20/2022,H1,185.1
4/20/2022,H2,172.23
4/20/2022,H3,175.08
4/20/2022,H4,207.96
4/20/2022,H5,234.73
4/20/2022,H6,250.27
4/20/2022,H7,255
4/20/2022,H8,226.71
4/20/2022,H9,204.11
4/20/2022,H10,197.53
4/20/2022,H11,187.24
4/20/2022,H12,180.05
4/20/2022,H13,196.78
4/20/2022,H14,214.54
4/20/2022,H15,224.69
4/20/2022,H16,265.99
4/20/2022,H17,283.54
4/20/2022,H18,271.41
4/20/2022,H19,246.48
4/20/2022,H20,215.66
4/20/2022,H21,210.06
4/20/2022,H22,174.37
4/20/2022,H23,196.23
4/20/2022,H24,191.85
4/21/2022,H1,321.59
4/21/2022,H2,310.09
4/21/2022,H3,310.07
4/21/2022,H4,335.01
4/21/2022,H5,414.66
4/21/2022,H6,436.06
4/21/2022,H7,421.17
4/21/2022,H8,324
4/21/2022,H9,240.33
4/21/2022,H10,199.82
4/21/2022,H11,171.7
4/21/2022,H12,150.01
4/21/2022,H13,162.66
4/21/2022,H14,309.64
4/21/2022,H15,391.93
4/21/2022,H16,418.35
4/21/2022,H17,545.54
4/21/2022,H18,479.3
4/21/2022,H19,429.91
4/21/2022,H20,310.1
4/21/2022,H21,257.03
4/21/2022,H22,175.32
4/21/2022,H23,200.99
4/21/2022,H24,192.61
4/22/2022,H1,61.27
4/22/2022,H2,52.27
4/22/2022,H3,64
4/22/2022,H4,60.17
4/22/2022,H5,51.65
4/22/2022,H6,64.44
4/22/2022,H7,56.17
4/22/2022,H8,60.04
4/22/2022,H9,33.72
4/22/2022,H10,30
4/22/2022,H11,22.08
4/22/2022,H12,8.8
4/22/2022,H13,5.13
4/22/2022,H14,5
4/22/2022,H15,8.52
4/22/2022,H16,91.09
4/22/2022,H17,139.9
4/22/2022,H18,240.57
4/22/2022,H19,260.4
4/22/2022,H20,239.54
4/22/2022,H21,238.28
4/22/2022,H22,224.3
4/22/2022,H23,354.97
4/22/2022,H24,320
4/23/2022,H1,184.96
4/23/2022,H2,169.98
4/23/2022,H3,169
4/23/2022,H4,190.36
4/23/2022,H5,224.08
4/23/2022,H6,237.95
4/23/2022,H7,232.72
4/23/2022,H8,210.25
4/23/2022,H9,190.8
4/23/2022,H10,174.1
4/23/2022,H11,186.02
4/23/2022,H12,174.01
4/23/2022,H13,168.44
4/23/2022,H14,171.85
4/23/2022,H15,181
4/23/2022,H16,187.15
4/23/2022,H17,209.78
4/23/2022,H18,279.99
4/23/2022,H19,335
4/23/2022,H20,261.2
4/23/2022,H21,236.24
4/23/2022,H22,227.47
4/23/2022,H23,95.75
4/23/2022,H24,50.68
4/24/2022,H1,163.13
4/24/2022,H2,162.83
4/24/2022,H3,163.84
4/24/2022,H4,179.14
4/24/2022,H5,207.91
4/24/2022,H6,213.76
4/24/2022,H7,212.84
4/24/2022,H8,197.28
4/24/2022,H9,177.66
4/24/2022,H10,181.8
4/24/2022,H11,181.28
4/24/2022,H12,190.27
4/24/2022,H13,175.96
4/24/2022,H14,166.68
4/24/2022,H15,167.07
4/24/2022,H16,191.69
4/24/2022,H17,204.49
4/24/2022,H18,218.28
4/24/2022,H19,220.46
4/24/2022,H20,216.9
4/24/2022,H21,215.48
4/24/2022,H22,205.07
4/24/2022,H23,228.19
4/24/2022,H24,217.26
4/25/2022,H1,35.71
4/25/2022,H2,25.95
4/25/2022,H3,58.31
4/25/2022,H4,54.14
4/25/2022,H5,59.05
4/25/2022,H6,30.46
4/25/2022,H7,22.13
4/25/2022,H8,21.72
4/25/2022,H9,23.25
4/25/2022,H10,29.43
4/25/2022,H11,27.59
4/25/2022,H12,18.34
4/25/2022,H13,18.13
4/25/2022,H14,17.94
4/25/2022,H15,24.63
4/25/2022,H16,70.28
4/25/2022,H17,137.45
4/25/2022,H18,322.13
4/25/2022,H19,369.9
4/25/2022,H20,378.07
4/25/2022,H21,389.74
4/25/2022,H22,379.8
4/25/2022,H23,196.58
4/25/2022,H24,169.46
4/26/2022,H1,298.71
4/26/2022,H2,285.6
4/26/2022,H3,296.4
4/26/2022,H4,297.5
4/26/2022,H5,342.95
4/26/2022,H6,393.72
4/26/2022,H7,395.51
4/26/2022,H8,356.26
4/26/2022,H9,302.9
4/26/2022,H10,300.93
4/26/2022,H11,299.88
4/26/2022,H12,317.94
4/26/2022,H13,304.62
4/26/2022,H14,300.1
4/26/2022,H15,303.1
4/26/2022,H16,353
4/26/2022,H17,409.93
4/26/2022,H18,449
4/26/2022,H19,454.73
4/26/2022,H20,420
4/26/2022,H21,406.84
4/26/2022,H22,355.01
4/26/2022,H23,91.56
4/26/2022,H24,35.38
